question,document,score,reasoning
How many projects does each participant have to grade in the capstone project?,eae0fb50aa,good,"The AI answer matches the ground truth: it states that each participant is assigned/grading 3 projects, which is the key information asked for. The wording differs slightly but the meaning is equivalent."
What happens once the submission deadline is over for project grading?,eae0fb50aa,good,"The AI answer matches the ground truth: after the deadline, an Excel sheet is shared and each participant gets 3 projects assigned. The added phrase 'to review and grade' is consistent with project grading and does not change the meaning."
"Do we get an Excel sheet with the review assignments, and what will it include?",eae0fb50aa,good,The AI answer preserves the key information from the ground truth: an Excel sheet will be shared after the submission deadline and it will include 3 project assignments per participant. This is semantically equivalent.
"I already turned in my capstone project, so why am I not seeing anything to review yet?",a8a7fef016,good,"The AI answer conveys the same meaning as the ground truth: after the submission deadline passes, projects will be assigned for evaluation, and you cannot review anything until the list is released or choose which projects to evaluate. This is semantically equivalent."
When do the projects for evaluation get assigned after the submission deadline ends?,a8a7fef016,good,"The AI answer correctly states that projects are assigned for evaluation after the submission deadline has passed. It omits the extra details about not being able to choose projects or review before the list is released, but the core timing question is answered accurately."
"Can I pick which capstone projects I want to review, or is that decided for me?",a8a7fef016,good,"The AI answer matches the ground truth: it says the reviewer cannot choose projects, and that assignments happen after the submission deadline. It preserves the key point that the list is assigned, not self-selected. It omits the explicit note that you cannot review before the list is released, but the main answer is semantically equivalent."
Is there any way to start reviewing submissions before the project list is released?,a8a7fef016,good,"The AI answer conveys the key point that reviewing cannot begin before the project list is released. It is semantically equivalent to the ground truth, though it omits the extra detail about assignment after the submission deadline and not being able to choose projects."
"I submitted my project already, but I still can't review others — is that normal?",a8a7fef016,good,"The AI answer matches the ground truth: it explains that after submission, reviewing others is not available until the submission deadline has passed and assignments are released, and that you cannot choose which projects to evaluate. Semantically equivalent."
Where can I look for project ideas and datasets for the capstone project?,e76a70cde3,good,"The AI answer points to the same GitHub page and states it contains project ideas, datasets, tips, and guidelines, matching the ground truth."
Is there a place with a few dataset options and example ideas for the LLM Zoomcamp project?,e76a70cde3,good,"The AI answer matches the ground truth: it points to the same GitHub page and correctly mentions that it contains several ideas, datasets, tips, and guidelines for the project. No important information is missing or incorrect."
What’s the best link to check for capstone project inspiration and data sources?,e76a70cde3,good,"The AI answer points to the same GitHub link and accurately summarizes that it contains capstone/project ideas, datasets, tips, and guidelines. This is semantically equivalent to the ground truth."
"Can you point me to a GitHub page that lists project ideas, datasets, and some guidance?",e76a70cde3,good,"The AI answer points to the same GitHub page and states it contains project ideas, datasets, tips, and guidelines, matching the ground truth semantically."
I’m stuck on picking a project — where can I find suggestions and usable datasets?,e76a70cde3,good,"The AI answer matches the ground truth exactly, including the link and the note about ideas, datasets, tips, and guidelines."
"Do I have to use Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says an orchestrator is not required, a plain Python script is enough for full points, a Jupyter notebook with the same steps gets 1 point instead of 2, and an orchestrator should only be used when it fits the project such as recurring daily ingestion. This is semantically equivalent."
"If I build the ingestion and indexing steps in a Jupyter notebook, will that count for the full pipeline points?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says a Jupyter notebook only gets 1 point instead of 2, and that a plain Python script is enough for full points. It omits the extra orchestrator guidance, but that is not necessary for the core answer."
When does it actually make sense to add an orchestrator to a capstone project instead of just using Python?,d4f7c08ea1,good,"The AI answer matches the ground truth: it says a plain Python script is enough, and an orchestrator is only justified for recurring/scheduled ingestion such as a daily-updated feed. It also correctly advises not to add one just to meet the criterion. The Jupyter notebook point is omitted, but that is extra detail rather than a key requirement for the question asked."
Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?,d4f7c08ea1,bad,"The AI answer directly contradicts the ground truth on the opening point. The original says 'No' to the question 'Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?', then clarifies that a plain Python script is sufficient for full points and a notebook is worth less. The AI answer says 'Yes' and frames the same content as if the question were about needing an orchestrator, which changes the semantics of the answer to the user's yes/no question. Although it includes the correct details about Python scripts and notebooks, the initial answer to the question is wrong relative to the ground truth."
"Should I avoid adding an orchestration tool just for grading, and only use one if my data gets updated regularly?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says no, a plain Python script is enough for full points, and an orchestrator should only be used when it fits the project such as recurring daily updates, not just for scoring. It preserves all key points. It omits the notebook worth 1 point detail, but that is extra nuance rather than the core answer to the question."
How can I evaluate a recommender-style RAG project if I don't have clear ground-truth answers?,9b0e2d6a47,good,"The AI answer preserves all key points from the ground truth: it suggests synthetic ground truth via LLM-generated queries per item, evaluation with hit rate/MRR/NDCG, LLM-as-a-judge with a fixed rubric and 1–5 scale, and notes that NDCG is often better for ranking-style tasks with multiple acceptable items. The extra offer to help design a rubric is harmless."
Is there a good way to create test queries for items in my dataset so I can measure retrieval quality?,9b0e2d6a47,bad,"The AI answer correctly describes the synthetic ground-truth approach, including generating ~5 queries per item from its description and evaluating with hit rate, MRR, and NDCG. It also correctly notes that NDCG is often better than hit rate for ranking-style problems. However, it omits the second complementary approach from the ground truth: using an LLM-as-a-judge to rate end-to-end retrieval/RAG quality on a rubric. Since the question asks for a good way to create test queries and the ground truth explicitly presents two complementary approaches, the omission is acceptable only if the core answer matches. But because the original answer includes both approaches as part of the recommended evaluation strategy, the AI answer is incomplete relative to the ground truth."
"What metrics should I use for a ranking-style RAG system: hit rate, MRR, or NDCG?",9b0e2d6a47,bad,"The AI answer captures the key point that NDCG is often the best fit for ranking-style RAG, especially when multiple relevant/acceptable items exist, and it correctly distinguishes hit rate and MRR. However, it omits the other major part of the original answer: the suggested evaluation setup using synthetic ground truth and LLM-as-a-judge for end-to-end quality. Since the original answer is not just about which metric to prefer but also about how to evaluate, the AI answer is only partially equivalent and misses important content."
How do I use an LLM as a judge to score the output of my RAG pipeline end to end?,9b0e2d6a47,good,"The AI answer matches the ground truth well. It correctly explains LLM-as-a-judge for end-to-end RAG evaluation with sampled queries, full pipeline execution, and a fixed scoring rubric. It also includes the complementary synthetic ground-truth approach and correctly notes that NDCG is often better than hit rate for ranking-style problems. Extra detail about aggregation and offering a prompt template does not change the core meaning."
"For recommenders where several items could be acceptable, why would NDCG be better than just checking whether the top result is correct?",9b0e2d6a47,good,"The AI answer captures the core point of the ground truth: NDCG is preferable when multiple items can be acceptable because it evaluates ranking quality by rewarding relevant items appearing higher in the list, rather than only checking whether the first result is correct. It omits the broader surrounding discussion about synthetic ground truth and LLM-as-a-judge, but that is not necessary for answering this specific question."
How should I chunk a big PDF corpus without overthinking it at first?,6f2a8b3d10,good,"The AI answer matches the ground truth closely. It preserves the main guidance: start with simple fixed-size chunking around 1000 tokens with overlap, evaluate on a small ground-truth set, then iterate with LLM-based sectioning and summaries, use hybrid BM25 + dense search for structured documents, and use the listed PDF parsing tools before re-evaluating. It also includes the same performance goal (hit rate / MRR)."
Is it better to use fixed-size chunks or ask an LLM to split docs into sections?,6f2a8b3d10,good,"The AI answer captures the main guidance: there is no universally best method, start with fixed-size chunks (~1000 tokens with overlap), then try LLM-based logical section splitting, evaluate after each change, and consider summaries/hybrid search for structured documents. This is semantically aligned with the ground truth."
"Should I add summaries to each chunk before indexing, and does that actually help retrieval?",6f2a8b3d10,bad,"The AI answer is just 'I don’t know,' which does not convey the ground-truth guidance that short LLM-generated summaries can be added per chunk and may help retrieval, along with the broader advice to iterate and evaluate chunking strategies. It misses the key point entirely."
"For long legal or financial docs, is BM25 plus dense search better than only embeddings?",6f2a8b3d10,good,"The AI answer correctly captures the key point from the ground truth: for long, structured legal/financial documents, hybrid search (BM25 + dense) is preferred over embeddings alone because exact wording matters. It does not include the additional chunking/evaluation advice or tooling, but those are not necessary to answer the question asked."
What are good tools to turn PDFs into cleaner markdown before I chunk them?,6f2a8b3d10,good,"The AI answer names the same three recommended tools and preserves the key qualitative distinctions: pymupdf4llm is fast/decent, Docling is slower but better on tables/figures, and GROBID is for academic papers with structure extraction. It omits the surrounding advice about iterating on chunking strategy and evaluation, but the question specifically asks about tools, so that omission does not change the core answer."
What does reproducibility mean for the project review?,e5d8a2c761,good,"The AI answer captures the core definition of reproducibility: a reviewer can clone the repo and recreate the system from scratch using their own credentials. It also includes the key implementation guidance from the ground truth: no API keys in the repo, provide code to ingest data and rebuild the index, include a .env.example and keep .env out of git, and pin dependencies/document Python version. It omits the note about using a cheap model to avoid burning credits, but that is supplementary rather than essential to the definition. Overall it is semantically equivalent."
Do I need to put my API keys or service credentials in the repo so the reviewer can run it?,e5d8a2c761,good,"The AI answer matches the core guidance: do not commit API keys or service credentials, use .env.example with variable names only, instruct reviewers to create their own .env, and keep .env ignored. It conveys the same main point that reproducibility should work with the reviewer's own credentials. It omits some extra details from the ground truth (script to rebuild the index, cheap model recommendation, pinning dependencies), but those are additional suggestions rather than the key answer to the question."
How should I let someone rebuild the search index from the dataset on their own machine?,e5d8a2c761,good,"The AI answer captures the main actionable point from the ground truth: provide a local rebuild script/notebook and use a `.env.example` without secrets so others use their own credentials. However, it omits several important supporting recommendations from the original answer, including keeping `.env` out of git, using a cheap model to avoid burning credits, and pinning dependencies/documenting Python/Docker versions. Still, the core answer to the question is present, so it is semantically close and not wrong."
"What should go into a .env.example file, and should .env be committed?",e5d8a2c761,good,"The AI answer correctly says .env.example should include variable names without secret values and that .env should not be committed, instead being gitignored. This matches the core of the ground truth. It omits the broader reproducibility guidance and other recommendations, but those are extra details not required for semantic equivalence here."
"How do I make the project easier and cheaper for reviewers to run, like with model choice and pinned versions?",e5d8a2c761,good,"The AI answer captures all key points from the ground truth: use a cheap model, pin dependencies and document versions, provide a rebuild script, include a .env.example without secrets, require reviewers to use their own .env/credentials, and keep .env ignored. It preserves the central reproducibility guidance and does not introduce any incorrect contradiction."
"Can I reuse the workshop content in my own capstone project, or is it only for the class?",d850a0e7ea,good,"The AI answer correctly states that the workshop content can be reused in a capstone project and that the materials are open-source. This matches the ground truth’s main point. It omits the extra note that dlt can also be used for other Zoomcamps, but that is not essential to the question."
"Since dlt is open-source, am I allowed to use these materials in another project outside the workshop?",d850a0e7ea,good,"The AI answer preserves the core point: because dlt is open-source, the workshop content can be used in other projects outside the workshop. It omits some extra examples and encouragement from the ground truth, but that is not necessary for semantic equivalence."
"Could I apply what we learned here to a different Zoomcamp project, like the MLOps one?",d850a0e7ea,good,"The AI answer preserves the core meaning: the workshop content, particularly dlt, can be applied in other Zoomcamps including MLOps. It omits the extra encouragement about asking questions or using it directly in projects, but that is not essential to the answer."
"Is it okay if I share the workshop resources with other people, or are they meant just for students?",d850a0e7ea,good,"The AI answer preserves the key point that the workshop materials can be used beyond just students and that dlt is open-source. It also says they can be shared with others, which is consistent with the original's encouragement to use the content in projects. It omits some extra details about capstone projects and Zoomcamps, but those are not necessary for semantic equivalence. The core answer matches."
"If I want to use dlt directly in my own project, do I need any special permission, or can I just go ahead and do it?",d850a0e7ea,good,"The AI answer preserves the core meaning: dlt is open-source, can be used directly in a project, and no special permission is needed. It omits some extra context from the ground truth (capstone project, Zoomcamps), but that is not necessary for semantic equivalence."
How do I start a new dlt project for loading data from cloud storage?,6bceeebf04,good,The AI answer matches the ground truth: it gives the correct command to initialize a dlt project for loading data from cloud storage and points to the same documentation link. Minor wording differences do not change the meaning.
What's the command to initialize a dlt pipeline with filesystem and DuckDB?,6bceeebf04,good,"The AI answer gives the exact initialization command required, matching the ground truth semantically. No key information is missing."
"If I want to ingest cloud files into DuckDB with dlt, what should I run first?",6bceeebf04,good,The AI answer gives the same command as the ground truth. It conveys the required first step and is semantically equivalent.
How can I create a fresh dlt setup for a filesystem source?,6bceeebf04,good,The AI answer gives the same command as the ground truth and preserves the meaning that this initializes a fresh dlt project for a filesystem source. The added note about the tutorial link is consistent with the original.
Is there a quick init command for a dlt project using filesystem plus DuckDB?,6bceeebf04,good,The AI answer matches the ground truth exactly in substance: it provides the same quick init command for a dlt project using filesystem plus DuckDB. No key information is missing.
"Why do I get `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?",0407213397,good,The AI answer conveys the same core point as the ground truth: the error is due to not replacing all instances of 'employee_handbook' with 'homework' in the pipeline settings. The extra suggestion to inspect table names is harmless and does not change the meaning.
"I changed the table name in one place, but now opening `notion_pages___homework` still fails. What am I missing?",0407213397,good,The AI answer conveys the same key point as the ground truth: some instances of the old table name 'employee_handbook' remain in the pipeline settings and must all be changed to 'homework'. It even explicitly mentions that not all occurrences were updated. This is semantically equivalent.
"What could cause `db.open_table(""notion_pages___homework"")` to say the table doesn't exist even though my pipeline ran?",0407213397,good,The AI answer preserves the ground-truth meaning: the table-not-exist error can happen because not all occurrences of 'employee_handbook' were renamed to 'homework' in the pipeline settings. The added note about a differently named table is compatible with that explanation and does not change the core answer.
Is there another setting besides the table name I need to update when switching from `employee_handbook` to `homework`?,0407213397,good,"The AI answer matches the ground truth: it says the error means not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings, not just the table name. This preserves the key point exactly."
How do I fix the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop?,0407213397,good,The AI answer states the same core fix as the ground truth: the FileNotFoundError is caused by not replacing all instances of 'employee_handbook' with 'homework' in the pipeline settings. The extra code snippet and explanation are consistent and do not change the meaning.
Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main() in the dlt workshop?,e95bfafc0e,good,"The AI answer includes the same key fix as the ground truth: open the correct table with db.open_table(""notion_pages___homework""). The extra note about changing pipeline settings is additional but not contradictory, and the main answer is semantically equivalent."
"How do I fix the error saying I should first call db.create_table(notion_pages___homework, data) in the Notion pages homework code?",e95bfafc0e,good,"The AI answer includes the key fix from the ground truth: opening the correct table with `db.open_table(""notion_pages___homework"")`. The extra suggestion about pipeline settings and listing table names is additional but does not contradict the core answer. Therefore it is semantically equivalent."
What table name should I open in line 3 if my script says notion_pages___homework doesn't exist?,e95bfafc0e,good,The AI answer gives the same table name and equivalent instruction as the ground truth. It correctly answers what table should be opened in line 3.
"Is db.open_table supposed to use notion_pages___homework in this exercise, and where exactly should I change it?",e95bfafc0e,good,"The AI answer correctly states that db.open_table should use ""notion_pages___homework"" and identifies line 3 as the place to change it, matching the ground truth. The extra note about other occurrences is additional but not contradictory."
I keep seeing Table notion_pages___homework does not exist — what’s the correct table to open in main()?,e95bfafc0e,good,The AI answer states the same correct table name to open in main(): `notion_pages___homework`. The extra note about pipeline settings is additional but does not contradict the ground truth. Therefore it is semantically equivalent.
How can I list all tables that are currently in the database?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it correctly states that `db.table_names()` can be used to list all tables in the database.
Is there a way to see the table names from the db object?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it states that `db.table_names()` can be used to list all tables in the database. Nothing important is missing or incorrect.
What method should I use to check which tables exist in my database?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it recommends using `db.table_names()` to list all tables in the database.
How do I find out what tables were created in the db?,e394e6f738,good,The AI answer exactly matches the ground truth and correctly states the method to list all tables in the database.
Can I get a list of all tables with db.table_names()?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it confirms that `db.table_names()` can be used to list all tables in the database. No key information is missing or contradicted.
"Does dlt currently support connectors for ClickHouse or StarRocks, or is that still missing?",cd19f122f3,good,The AI answer matches the ground truth: it states that dlt currently lacks ClickHouse and StarRocks connectors and that community contributions are welcome to add them. This preserves the key meaning exactly.
Can I use dlt to load data into ClickHouse or StarRocks right now?,cd19f122f3,bad,"The ground truth states that DLT currently does not have connectors for ClickHouse or StarRocks, though community contributions are welcome. The AI answer says only 'I don't know,' which fails to convey the correct information and misses the key point."
Are there official dlt connectors available for ClickHouse and StarRocks?,cd19f122f3,bad,"The ground truth says DLT currently does not have connectors for ClickHouse or StarRocks, though community contributions are welcome. The AI answer 'I don't know' fails to convey this key information and is not semantically equivalent."
"If dlt doesn't support ClickHouse or StarRocks yet, is the project open to community-built connectors?",cd19f122f3,good,"The AI answer preserves the key point from the ground truth: dlt currently lacks ClickHouse and StarRocks connectors, and the project is open to community contributions to add them. It is semantically equivalent, though slightly less explicit about the current absence of the connectors. That omission does not change the answer to the question asked."
"Has anyone added ClickHouse or StarRocks connectors to dlt, or are those still not included?",cd19f122f3,good,The AI answer matches the ground truth: it states that dlt does not currently have ClickHouse or StarRocks connectors and that community contributions are welcome to add them. This preserves the key meaning with no contradiction.
"Why am I getting a 401 Unauthorized from the Notion API in the notebook, and what should I check first?",0dfba07ace,good,"The AI answer matches the ground truth key points: 401 indicates an authorization issue, and the first thing to check is the API key/token and permissions. It also includes token expiry, correct endpoint, and configuration checks, all consistent with the original answer."
My notebook says it has no secret access to api.notion.com/v1/search — is this an API key problem?,0dfba07ace,good,"The AI answer preserves the ground truth: it identifies the issue as an authorization/API key problem and includes the same suggested checks (correct key/token, permissions, endpoint, token expiry, configurations, docs). It is semantically equivalent and complete enough."
How do I fix a Notion API authorization error in the dlt workshop notebook?,0dfba07ace,good,"The AI answer conveys the same key troubleshooting steps as the ground truth: verify the API key/token and permissions, confirm the correct endpoint, check token expiry and regenerate if needed, and review access/configuration and documentation if the issue persists. It is semantically equivalent."
Could the Notion token have expired if I get Unauthorized when calling the search endpoint?,0dfba07ace,good,The AI answer correctly states that a 401 Unauthorized from the Notion search endpoint could indicate token expiration and recommends regenerating the token if needed. This matches the ground truth’s key point about checking for token expiry as one possible cause of authorization failure. It is semantically equivalent.
What settings or permissions do I need to verify when the notebook can’t access Notion and returns 401?,0dfba07ace,good,"The AI answer preserves all key points from the ground truth: verify the API key/token, permissions, correct endpoint, token expiry, and application configuration. It also correctly identifies the 401 as an authorization issue. This is semantically equivalent."
"Why do I get a 401 Client Error when using the API key, and how do I tell if it's just not granted access yet?",4b30b918bc,good,"The AI answer captures the core idea that a 401 error can mean the key is incorrect or lacks access/permissions. However, it adds a lot of unrelated troubleshooting and misses the original answer’s specific mention that 401 may indicate the need to grant access to the key or that the key is incorrect. It also omits the unrelated pip install command and image from the ground truth, but those are clearly irrelevant to the question. Overall the semantic answer about 401/access is present, so this is acceptable."
What's the easiest way to force-install requests 2.32.3 instead of the older 2.28 version for lancedb?,4b30b918bc,good,"The AI answer matches the key instruction in the ground truth: install requests 2.32.3 directly from the GitHub release zip using the exact pip command. It omits the extra note about a 401 Client Error, but that is not essential to the asked installation method."
Can I install requests straight from the GitHub release zip to match the version lancedb needs?,4b30b918bc,good,"The AI answer matches the key point of the ground truth: installing the required requests version directly from the GitHub release zip, and it provides the same pip command. The extra 401 explanation from the original is omitted, but that is not necessary for answering the user's question."
"If pip keeps pulling requests v2.28, what exact install command should I run to get v2.32.3?",4b30b918bc,good,"The AI answer gives the exact install command needed to install requests v2.32.3 from the source archive, matching the ground truth core instruction. It omits the unrelated 401 Client Error note, but that does not affect the asked command."
How do I fix the requests version mismatch when setting up the dlt workshop environment?,4b30b918bc,good,"The AI answer gives the exact pip install command from the ground truth and correctly states it fixes the requests version mismatch. It omits the extra note about a 401 Client Error indicating key access/incorrect key, but that note is ancillary to the main fix. The core answer matches."
